gender,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,age,race
0,8,6,6,7,7,5,6,23,2
0,4,7,7,6,6,5,5,22,2
0,5,10,7,5,4,1,5,22,2
0,5,6,6,5,5,4,4,22,2
0,5,8,7,5,5,4,7,22,2
0,6,9,8,6,8,6,9,22,2
0,5,8,8,7,7,7,6,22,2
0,6,8,6,6,6,5,5,22,2
0,7,6,6,8,6,5,5,22,2
0,6,8,7,6,5,5,6,22,2
0,5,8,7,8,8,6,6,29,6
0,6,6,5,10,7,6,6,29,6
0,3,6,5,4,6,4,4,29,6
0,6,6,6,8,6,5,7,29,6
0,4,8,6,6,5,1,2,29,6
0,5,8,7,6,5,5,5,29,6
0,4,7,6,6,7,5,5,29,6
0,6,8,8,7,7,5,5,29,6
0,5,6,7,6,5,5,5,29,6
0,0,6,5,4,3,2,1,28,2
0,4,6,6,5,5,2,5,28,2
0,2,8,8,4,6,3,4,28,2
0,5,8,9,7,5,5,6,28,2
0,6,6,8,7,7,2,8,28,2
0,5,8,7,5,6,5,6,28,2
0,3,7,7,3,6,5,3,28,2
0,5,9,10,7,8,7,7,28,2
0,6,7,8,6,5,7,6,28,2
0,9,8,8,8,7,5,8,26,3
0,10,10,10,10,10,10,10,26,3
0,8,7,6,5,5,4,7,26,3
0,8,6,7,5,6,7,7,26,3
0,7,7,7,7,7,7,7,26,3
0,7,7,7,6,5,5,7,26,3
0,10,9,9,9,7,8,9,26,3
0,6,5,6,4,5,5,6,26,3
0,2,6,7,5,6,4,5,24,4
0,5,5,5,5,5,5,5,24,4
0,4,7,7,6,5,3,6,24,4
0,5,7,9,7,5,4,7,24,4
0,5,8,8,5,7,6,6,24,4
0,4,8,7,6,7,5,2,24,4
0,7,8,7,7,3,5,6,24,4
0,5,6,6,7,6,5,5,24,4
0,4,6,6,5,4,4,4,27,4
0,6,6,8,6,7,6,6,27,4
0,3,4,6,3,7,2,4,27,4
0,4,6,8,4,9,1,4,27,4
0,6,6,9,6,6,5,6,27,4
0,7,7,9,8,8,5,6,27,4
0,6,7,8,4,7,6,5,27,4
0,3,7,6,6,5,5,3,27,4
0,8,7,7,9,6,8,8,27,4
0,6,6,7,5,6,5,6,27,4
0,8,8,8,8,6,8,8,23,6
0,7,6,7,8,7,7,6,23,6
0,6,7,6,7,5,3,6,23,6
0,5,6,5,8,6,2,5,23,6
0,7,7,7,7,7,8,7,23,6
0,8,8,9,9,8,6,7,23,6
0,5,7,7,7,6,7,7,23,6
0,6,8,7,7,6,5,6,23,6
0,7,9,8,9,5,6,6,23,6
0,6,7,6,8,6,5,6,23,6
1,2,6,2,3,2,3,2,29,3
1,8,7,7,7,7,7,8,29,3
1,4,9,9,8,8,5,5,29,3
1,5,8,7,8,8,3,5,29,3
1,6,7,7,7,8,6,6,29,3
1,2,7,7,5,4,2,6,29,3
1,7,7,8,6,8,5,7,29,3
1,6,7,8,7,8,6,6,29,3
1,3,9,9,7,9,7,5,22,6
1,8,8,8,7,8,1,5,22,6
1,6,8,7,8,7,3,5,22,6
1,8,9,9,9,8,8,8,22,6
1,7,7,7,5,5,5,7,22,6
1,7,7,7,6,5,5,6,22,6
1,6,7,7,7,7,6,6,22,6
1,3,7,5,3,5,2,2,27,1
1,7,6,9,7,7,7,8,27,1
1,6,7,9,8,7,5,5,27,1
1,3,4,9,2,9,6,3,27,1
1,5,1,9,1,1,1,2,27,1
1,7,7,8,7,8,6,5,27,1
1,6,7,7,5,6,6,6,27,1
1,7,7,8,5,5,5,6,27,1
1,4,5,7,4,5,3,4,27,1
1,7,7,7,7,7,6,6,27,1
1,5,10,8,5,8,6,6,28,2
1,9,8,7,8,9,9,9,28,2
1,8,8,9,9,7,8,8,28,2
1,6,4,6,6,6,4,6,28,2
1,8,8,8,8,8,5,8,28,2
1,8,8,8,8,8,8,8,28,2
1,6,7,8,5,6,5,6,28,2
1,7,7,8,6,4,4,7,28,2
1,7,7,7,7,8,6,6,28,2
1,4,7,9,9,10,7,9,26,2
1,8,10,10,10,10,10,10,26,2
1,5,9,9,9,9,5,5,26,2
1,6,10,10,8,8,8,6,26,2
1,6,5,6,8,8,4,5,26,2
1,7,7,8,7,8,7,7,26,2
1,6,6,9,8,8,5,8,26,2
1,5,6,8,6,8,4,5,26,2
1,7,7,8,7,7,6,6,26,2
1,3,10,8,6,7,7,5,21,2
1,10,9,9,8,8,7,8,21,2
1,6,8,9,5,9,7,7,21,2
1,2,10,10,1,7,2,3,21,2
1,6,9,8,8,8,5,6,21,2
1,7,8,8,7,8,8,8,21,2
1,1,7,5,3,5,1,1,21,2
1,5,6,6,4,7,5,6,21,2
1,5,7,7,5,7,5,5,21,2
1,3,10,5,3,5,4,3,22,2
1,10,10,10,10,9,9,8,22,2
1,5,9,9,6,5,4,6,22,2
1,6,6,0,0,2,2,0,22,2
1,10,4,8,1,1,3,3,22,2
1,7,7,8,8,8,5,6,22,2
1,7,7,6,6,7,7,7,22,2
1,3,8,5,3,7,1,1,22,2
1,6,6,7,6,6,6,6,22,2
1,7,7,7,7,6,7,6,22,2
1,4,10,9,8,9,7,6,22,2
1,10,10,10,10,10,9,8,22,2
1,4,8,8,7,8,4,4,22,2
1,6,5,7,8,9,4,4,22,2
1,7,8,8,7,9,7,7,22,2
1,4,5,5,5,8,5,3,22,2
1,6,6,7,6,5,4,5,22,2
1,7,7,7,8,8,5,6,22,2
1,3,10,7,3,5,2,3,25,2
1,8,9,10,10,9,10,9,25,2
1,6,5,9,4,8,5,5,25,2
1,0,2,3,0,5,0,0,25,2
1,9,10,10,9,10,8,8,25,2
1,5,8,8,8,7,4,7,25,2
1,6,8,8,7,7,8,7,25,2
1,3,8,8,7,8,3,5,25,2
1,6,6,6,5,6,4,5,25,2
1,7,7,7,7,7,5,6,25,2
1,3,10,9,2,9,3,3,24,6
1,8,8,10,10,9,7,8,24,6
1,5,5,9,5,5,4,4,24,6
1,6,8,8,8,8,5,7,24,6
1,7,7,8,6,8,6,6,24,6
1,3,7,4,2,3,2,3,24,6
1,8,6,8,5,8,5,6,24,6
1,5,8,7,6,8,5,5,24,6
0,6,6,6,7,7,6,7,34,2
0,6,6,7,8,4,6,5,34,2
0,4,6,7,7,7,7,4,34,2
0,4,7,8,5,7,3,6,34,2
0,4,7,8,7,7,4,5,34,2
0,5,7,8,10,6,9,8,34,2
0,6,8,9,7,7,7,7,34,2
0,6,8,7,6,6,5,6,34,2
0,7,7,8,9,8,7,7,34,2
0,9,9,9,9,9,9,9,34,2
0,7,7,8,7,5,8,6,34,2
0,8,10,8,8,8,7,8,34,2
0,6,6,8,8,7,3,7,34,2
0,3,4,8,8,6,4,5,34,2
0,8,8,7,7,7,5,7,22,2
0,4,6,5,6,5,5,4,22,2
0,6,9,9,9,6,6,6,22,2
0,8,8,9,8,8,9,8,22,2
0,8,7,6,5,5,4,5,22,2
0,4,5,6,6,6,6,5,22,2
0,6,7,7,7,7,5,6,22,2
0,6,6,6,6,6,7,7,22,2
0,8,7,8,8,7,7,7,22,2
0,6,8,8,8,9,7,6.5,22,2
0,9,6,7,6,5,3,5,22,2
0,7,10,8,7,5,4,7,22,2
0,6,7,8,6,9,8,5,22,2
0,6,7,7,5,6,5,5,22,2
0,7,5,6,6,5,3,5,23,3
0,5,6,7,4,4,6,4,23,3
0,8,7,8,7,6,5,6,23,3
0,4,4,3,4,2,4,5,23,3
0,8,8,7,7,8,8,7,23,3
0,5,5,6,3,6,5,5,23,3
0,6,7,6,6,6,6,6,23,3
0,6,8,6,6,4,4,5,23,3
0,5,8,8,6,4,6,5,23,3
0,6.5,7,6.5,5,5,5,5.5,23,3
0,7,7,5,5,4,3,5,23,3
0,7,10,8,8,8,3,7,23,3
0,4,4,5,2,2,3,3,23,3
0,7,7,8,8,6,9,8,26,4
0,4,7,7,6,5,5,5,26,4
0,8,9,9,9,8,8,9,26,4
0,5,7,8,6,7,7,6,26,4
0,6,7,8,8,8,9,8,26,4
0,4,8,8,8,6,4,6,26,4
0,4,4,4,4,6,3,4,26,4
0,5,7,8,6,7,6,6,26,4
0,6,8,7,7,7,4,8,26,4
0,5,9,8,9,5,6,5,26,4
0,8,10,10,6,9,8,9,26,4
0,6,8,9,7,6,5,6,26,4
0,7,8,7,7,4,7,7,26,4
0,7,10,7,7,7,5,7,26,4
0,3,6,5,5,3,7,5,26,4
0,6,7,7,7,7,5,5,27,4
0,5,8,7,5,6,4,5,27,4
0,4,6,7,4,6,6,4,27,4
0,5,4,6,7,5,5,6,27,4
0,6,9,8,7,8,4,6,27,4
0,10,9,8,7,7,10,10,27,4
0,7,8,8,6,7,6,6,27,4
0,6,9,8,6,7,4,8,27,4
0,6,9,9,6,5,7,5,27,4
0,8,10,7,3,10,4,5,27,4
0,6,8,8,5.5,6,2,5,27,4
0,6,8,8,7,6,2,6,27,4
0,7,10,7,7,7,5,7,27,4
0,5,5,6,3,5,5,4,27,4
0,9,8,8,8,8,6,8,28,2
0,6,6,6,8,6,7,6,28,2
0,7,7,8,7,8,7,6,28,2
0,8,7,7,5,5,8,9,28,2
0,9,8,9,9,9,8,8,28,2
0,10,9,7,8,8,9,9,28,2
0,8,8,8,8,8,8,8,28,2
0,8,6,7,7,7,6,8,28,2
0,8,7,9,8,10,5,7,28,2
0,9,5,6,3,10,9,3,28,2
0,10,9,9,9,9,8,9,28,2
0,8,7,6,7,6,6,7,28,2
0,8,10,8,6,8,5,8,28,2
0,5,5,8,5,10,5,4,28,2
0,4,4,7,6,8,3,4,28,2
0,9,9,8,8,6,6,8,25,6
0,4,6,5,6,5,4,4,25,6
0,5,6,6,5,6,7,5,25,6
0,4,8,7,4,3,2,8,25,6
0,6,9,9,8,8,7,7,25,6
0,9,8,8,9,7,8,9,25,6
0,6,5,8,9,8,5,7,25,6
0,6,7,6,6,6,3,5,25,6
0,7,8,7,8,6,5,7,25,6
0,8,7,7,6,7,6,7,25,6
0,8,8,8,8,7,7.5,8.5,25,6
0,6,7,6,7,5,4,6,25,6
0,7,10,8,8,7,5,8,25,6
0,6,8,9,8,6,7,5,25,6
0,5,6,5,5,5,3,5,25,6
0,7,7,7,7,7,5,6,35,3
0,7,7,8,6,7,5,6,35,3
0,7,6,7,6,8,4,6,35,3
0,6,7,8,8,9,9,9,35,3
0,5,9,8,8,8,6,6,35,3
0,10,9,8,8,5,6,9,35,3
0,8,8,8,8,8,8,7,35,3
0,7,6,6,7,7,5,7,35,3
0,8,9,8,7,5,8,6,35,3
0,10,10,10,10,10,10,10,35,3
0,9,10,9,8,7,6.5,8,35,3
0,6,7,5,7,6,4,6,35,3
0,7,10,8,7,7,5,8,35,3
0,3,7,6,7,5,8,6,35,3
0,6,7,6,6,6,5,5,32,3
0,5,7,6,6,6,4,5,32,3
0,7,7,8,8,8,8,8,32,3
0,7,7,7,7,6,6,7,32,3
0,4,6,7,7,7,7,7,32,3
0,5,8,9,8,7,5,6,32,3
0,9,8,7,5,5,4,7,32,3
0,7,7,9,8,8,7,7,32,3
0,6,6,6,6,6,5,6,32,3
0,7,9,9,8,7,9,6,32,3
0,10,10,10,8,8,8,10,32,3
0,7,7,8.5,6.5,9,4,5,32,3
0,7,8,9,8,8,5,7,32,3
0,7,10,8,8,6,7,8,32,3
0,2,6,6,5,5,3,5,32,3
0,7,7,7,7,7,5,5,30,2
0,5,7,6,6,5,6,5,30,2
0,6,6,6,5,7,4,5,30,2
0,5,7,9,5,4,9,6,30,2
0,7,9,9,9,7,9,8,30,2
0,5,6,7,2,7,3,4,30,2
0,6,7,8,8,7,7,7,30,2
0,6,8,6,6,5,5,6,30,2
0,7,7,8,7,6,7,6,30,2
0,8,8,7,8,6,8,7,30,2
0,7,7,6,5,4,3,5,30,2
0,7,10,8,8,7,4,7,30,2
0,3,8,7,6,7,6,6,30,2
0,6,8,8,8,6,6,6,22,2
0,8,8,8,9,6,9,9,22,2
0,8,8,8,8,8,7,7,22,2
0,5,8,7,4,8,5,6,22,2
0,8,10,9,9,7,8,8,22,2
0,6,8,8,8,8,5,7,22,2
0,6,7,7,7,7,6,7,22,2
0,7,7,7,8,7,6,7,22,2
0,8,8,8,8,7,6,7,22,2
0,8,6,7,8,9,1,7,22,2
0,8,8,8,7,8,8,8,22,2
0,8,6,8,7,7,5,8,22,2
0,7,10,8,8,7,8,7,22,2
0,7,8,9,8,7,8,8,22,2
0,5,6,7,4,7,3,4,22,2
0,7,7,7,7,7,5,6,23,2
0,6,7,6,6,6,6,6,23,2
0,8,8,7,7,6,5,7,23,2
0,8,8,8,8,7,4,8,23,2
0,6,8,8,8,6,4,6,23,2
0,8,6,6,7,4,3,7,23,2
0,8,7,7,7,7,8,8,23,2
0,7,6,6,6,6,5,6,23,2
0,8,7,7,6,7,5,7,23,2
0,9,9,9,9,9,8.5,8,23,2
0,7,7,6,6,7,3,5,23,2
0,7,10,8,8,7,8,6,23,2
0,7,6,7,5,5,4,5,23,2
0,7,6,6,6,6,5,5,23,2
0,6,7,7,7,7,6,7,23,2
0,6,7,6,5,7,6,5,23,2
0,6,7,5,4,5,8,6,23,2
0,7,8,9,9,9,8,8,23,2
0,5,5,6,6,7,5,5,23,2
0,7,6,7,6,7,6,7,23,2
0,6,6,6,6,6,5,6,23,2
0,7,8,8,8,7,7,7,23,2
0,8,10,8,8,6,5,7,23,2
0,9,9,9,9,9,9,8,23,2
0,8,9,7,8,5,4,7,23,2
0,7,10,7,6,6,7,5,23,2
0,6,8,8,7,6,6,6,23,2
0,6,6,7,5,5,4,4,23,2
0,5,5,5,5,5,5,5,27,2
0,3,5,6,4,6,3,2,27,2
0,8,8,7,7,7,5,7,27,2
0,9,8,8,7,7,6,9,27,2
0,9,8,8,9,8,7,8,27,2
0,8,9,9,6,9,2,6,27,2
0,3,7,7,1,3,2,3,27,2
0,8,7,8,7,8,5,7,27,2
0,7,7,7,6,7,6,7,27,2
0,7,8,9,6,8,5,7,27,2
0,8,7,9,6,9,4,7,27,2
0,6,5,7,6,6,4,5,27,2
0,8,10,8,6,8,3,5,27,2
0,5,7,8,5,9,6,6,27,2
0,7,7,6,6,8,7,7,27,2
0,5,6,9,3,3,3,3,23,4
0,3,8,5,4,5,4,3,23,4
0,3,7,8,4,9,5,4,23,4
0,6,8,8,6,5,0,5,23,4
0,8,7,7,2,4,2,4,23,4
0,6,9,9,6,8,6,6,23,4
0,3,7,7,2,2,2,4,23,4
0,6,7,8,5,5,5,5,23,4
0,10,10,10,10,10,10,10,23,4
0,6,7,7,5,6,5,6,23,4
0,7,8,8,6,6,2,4,23,4
0,6,8,7,6,5,3,5,23,4
0,7,10,8,6,8,3,5,23,4
0,3,8,5,4,5,7,6,23,4
0,9,8,8,8,8,5,7,25,6
0,7,7,8,7,8,7,7,25,6
0,8,8,8,8,8,7,8,25,6
0,8,8,8,8,9,6,8,25,6
0,9,8,8,7,8,8,9,25,6
0,9,7,9,9,9,8,9,25,6
0,7,7,8,8,10,7,8,25,6
0,8,8,8,8,8,8,8,25,6
0,8,7,7,6,8,6,7,25,6
0,8,8,10,9,7,7,8,25,6
0,10,10,10,10,10,10,10,25,6
0,8,9,8,8,8,7,9,25,6
0,8,7,7,9,8,4,7,25,6
0,10,10,8,7,8,5,7,25,6
0,8,7,8,5,6,6,7,25,6
0,9,8,8,6,7,7,6,29,2
0,6,6,7,7,4,5,6,29,2
0,8,7,8,6,8,9,6,29,2
0,6,7,8,5,7,7,8,29,2
0,9,8,8,7,6,6,6,29,2
0,7,8,8,6,8,7,7,29,2
0,6,6,6,6,6,6,6,29,2
0,9,8,6,6,6,6,7,29,2
0,8,7,8,7,6,6,7,29,2
0,9,9,9,9,9,8,8,29,2
0,8,7,6,6,8,2,6,29,2
0,9,10,8,6,8,3,8,29,2
0,7,6,6,3,4,4,4,29,2
0,7,9,9,8,6,7,7,29,2
0,5,7,7,8,5,6,6,29,2
0,8,8,8,8,7,8,7,29,2
0,5,5,7,5,9,7,8,29,2
0,8,9,10,10,8,7,8,29,2
0,7,7,7,6,6,5,6,29,2
0,6,7,7,8,7,6,7,29,2
0,7,8,6,8,6,6,7,29,2
0,8,7,8,7,6,5,7,29,2
0,9,10,10,8,8,8,10,29,2
0,7.5,8.5,9,9.5,9.5,9,8,29,2
0,8,8,7,7,6,4,7,29,2
0,7,10,8,7,7,3,8,29,2
0,5,7,8,7,8,8,5,29,2
0,5,7,7,5,5,5,4,29,2
1,4,7,8,10,7,7,8,28,4
1,4,2,9,2,10,2,5,28,4
1,5,6,7,6,9,5,5,28,4
1,2,10,10,8,10,6,8,28,4
1,7,7,10,10,9,8,8,28,4
1,4,6,7,6,9,8,5,28,4
1,1,5,0,10,0,3,0,28,4
1,4,1,4,1,10,1,1,28,4
1,2,3,2,1,1,1,1,28,4
1,1,2,10,1,10,4,2,28,4
1,6,9,8,5,7,6,6,28,4
1,0,5,5,0,9,0,2,28,4
1,4,3,9,3,8,5,3,28,4
1,6,6,7,7,8,6,7,28,4
1,4,6,6,6,5,7,4,26,2
1,2,4,9,4,9,6,5,26,2
1,5,6,6,5,5,4,5,26,2
1,7,9,9,8,9,8,8,26,2
1,3,7,7,5,7,6,6,26,2
1,4,8,7,5,7,4,6,26,2
1,5,6,8,7,8,8,6,26,2
1,5,8,7,5,5,4,6,26,2
1,5,6,7,5,6,2,4,26,2
1,6,8,6,7,7,6,6,26,2
1,2,2,2,2,2,1,1,26,2
1,2,10,10,2,10,5,4,26,2
1,6,9,8,7,7,6,6,26,2
1,8,8,7,8,6,4,8,26,2
1,4,8,9,4,8,3,4,26,2
1,7,8,7,7,7,7,8,26,2
1,4,6,7,4,6,2,4,26,3
1,2,5,9,2,9,2,7,26,3
1,7,7,7,5,5,5,7,26,3
1,6,7,8,7,8,7,7,26,3
1,2,6,8,4,7,4,5,26,3
1,5,10,8,8,9,7,8,26,3
1,4,8,8,5,7,6,5,26,3
1,5,8,8,6,6,5,6,26,3
1,5,5,6,6,6,2,3,26,3
1,3,6,6,5,7,4,1,26,3
1,3,7,9,2,10,3,3,26,3
1,6,10,9,7,8,6,8,26,3
1,5,5,6,5,6,7,6,26,3
1,4,6,6,6,6,5,5,26,3
1,3,9,10,6,9,5,6,26,3
1,7,7,7,6,6,6,6,26,3
1,6,5,6,7,6,7,6,29,2
1,7,7,7,7,7,7,7,29,2
1,8,8,9,8,7,6,6,29,2
1,8,9,10,7,8,8,7,29,2
1,8,6,7,7,7,6,5,29,2
1,4,6,7,4,7,3,4,29,2
1,7,8,7,7,5,4,7,29,2
1,7,7,7,7,7,6,7,29,2
1,3,4,6,6,7,3,3,29,2
1,6,7,10,7,10,7,6,29,2
1,7,9,9,8,9,5,2,29,2
1,7,6,8,7,7,5,7,29,2
1,10,10,10,8,9,10,9,29,2
1,8,9,9,6,7,5,8,39,2
1,7,9,9,2,9,2,7,39,2
1,2,2,2,2,2,2,2,39,2
1,6,7,7,6,6,5,6,39,2
1,7,6,6,4,6,3,5,39,2
1,7,10,7,7,8,6,9,39,2
1,5,6,7,4,5,4,5,39,2
1,5,8,5,2,2,2,4,39,2
1,8,8,8,1,1,1,3,39,2
1,7,8,7,5,5,5,6,39,2
1,2,8,8,5,9,7,7,39,2
1,3,10,10,3,10,10,6,39,2
1,6,9,7,6,7,5,5,39,2
1,6,6,6,5,4,3,5,39,2
1,6,9,8,5,8,3,6,39,2
1,8,7,8,3,8,6,7,39,2
1,6,6,6,6,6,5,6,39,2
1,10,7,8,7,9,9,10,28,2
1,7,7,7,7,7,7,7,28,2
1,8,8,8,8,7,7,7,28,2
1,8,8,8,7,9,8,9,28,2
1,8,8,10,10,10,10,9,28,2
1,8,7,8,8,8,7,7,28,2
1,7,5,6,7,5,7,7,28,2
1,8,7,7,6,6,5,7,28,2
1,7,6,6,5,5,5,6,28,2
1,8,8,7,7,8,7,6,28,2
1,8,10,10,8,10,8,10,28,2
1,9,9,9,9,9,9,9,28,2
1,7,8,7,6,5,4,7,28,2
1,10,10,9,10,9,9,9,28,2
1,7,6,7,7,7,6,7,28,2
1,4,6,6,6,6,4,5,30,6
1,6,8,8,7,8,7,7,30,6
1,3,8,8,6,7,5,7,30,6
1,5,10,10,9,10,8,9,30,6
1,4,8,7,4,5,3,4,30,6
1,2,5,7,4,7,5,3,30,6
1,5,8,8,5,8,3,7,30,6
1,7,6,6,5,5,5,6,30,6
1,3,10,9,5,9,5,4,30,6
1,4,10,10,6,10,9,7,30,6
1,8,9,10,10,9,9,10,30,6
1,5,8,8,6,7,4,6,30,6
1,6,8,9,4,9,5,6,30,6
1,7,7,7,7,7,7,7.5,30,6
1,2,9,9,2,9,2,5,22,4
1,4,6,6,5,5,5,5,22,4
1,6,8,7,6,8,6,7,22,4
1,3,8,9,2,9,2,4,22,4
1,5,10,10,8,8,7,9,22,4
1,5,8,8,7,8,6,7,22,4
1,3,7,7,2,2,5,4,22,4
1,4,7,9,4,8,3,3,22,4
1,6,7,7,5,7,4,6,22,4
1,1,3,4,2,4,1,1,22,4
1,3,10,10,3,10,2,3,22,4
1,5,9,8,6,6,6,5,22,4
1,4,8,8,4,5,4,4,22,4
1,4,7,8,5,7,4,4,22,4
1,6,9,10,8,9,8,7,22,4
1,7,6,7,6,7,6,6.5,22,4
1,6,7,6,7,4,6,7,32,2
1,2,2,2,2,2,2,2,32,2
1,8,8,8,8,8,9,9,32,2
1,2,8,10,1,7,1,2,32,2
1,4,10,9,6,8,6,7,32,2
1,5,7,8,6,7,4,6,32,2
1,4,5,6,3,7,3,4,32,2
1,5,8,8,6,5,3,5,32,2
1,5,8,6,5,5,4,6,32,2
1,2,3,4,5,4,2,1,32,2
1,2,10,10,1,10,1,2,32,2
1,6,10,9,6,7,5,5,32,2
1,5,7,6,5,6,5,5,32,2
1,4,6,7,6,5,3,5,32,2
1,4,8,9,7,8,6,7,32,2
1,6,7,7,6,7,6,6.5,32,2
1,9,7,7,10,8,7,8,26,2
1,5,5,5,5,5,5,5,26,2
1,7,8,8,8,8,8,7,26,2
1,4,9,8,6,7,6,7,26,2
1,6,8,8,8,9,7,7,26,2
1,7,8,8,8,8,8,7,26,2
1,5,5,5,5,5,5,4,26,2
1,8,7,7,6,6,3,6,26,2
1,7,6,6,5,5,3,5,26,2
1,3,5,6,4,7,1,2,26,2
1,6,7,7,6,10,3,4,26,2
1,8,9,8,7,8,5,8,26,2
1,4,8,5,6,4,4,4,26,2
1,8,7,8,5,8,5,5,26,2
1,7,7,7,7,7,7,7,26,2
1,6,6,5,5,5,6,4,27,2
1,9,5,9,9,9,5,7,27,2
1,8,8,8,6,8,7,7,27,2
1,6,8,8,8,4,7,8,27,2
1,8,9,9,7,8,7,8,27,2
1,7,8,8,6,6,6,3,27,2
1,6,2,5,5,5,2,4,27,2
1,7,7,8,7,9,5,7,27,2
1,9,8,7,8,5,7,8,27,2
1,2,3,4,5,5,2,2,27,2
1,6,9,10,5,8,3,6,27,2
1,9,9,9,8,8,7,9,27,2
1,10,10,10,10,10,7,8,27,2
1,8,8,8,7,8,7,6,27,2
1,8,8,7,8,8,8,8,27,2
1,7,7,8,10,9,8,9,25,1
1,7,9,9,7,9,7,7,25,1
1,6,6,6,6,6,6,6,25,1
1,8,8,9,9,8,8,9,25,1
1,9,9,9,8,2,7,7,25,1
1,7,9,9,10,9,8,9,25,1
1,5,10,8,8,8,8,4,25,1
1,5,5,7,8,7,5,7,25,1
1,8,8,8,6,6,2,6,25,1
1,7,8,8,8,8,6,7,25,1
1,1,6,7,7,9,4,2,25,1
1,6,9,10,10,10,8,8,25,1
1,6,9,9,7,7,5,5,25,1
1,5,7,6,7,7,6,5,25,1
1,7,8,9,9,8,8,7,25,1
1,7,7,7,7,7,6,7,25,1
1,5,6,7,5,6,4,4,22,3
1,5,5,5,5,5,5,5,22,3
1,4,9,8,9,8,3,7,22,3
1,5,10,9,8,9,7,8,22,3
1,5,8,8,8,8,8,4,22,3
1,4,6,8,6,5,5,5,22,3
1,6,8,7,6,8,2,6,22,3
1,5,7,7,7,7,6,7,22,3
1,2,4,5,4,7,3,1,22,3
1,2,10,10,2,2,3,7,22,3
1,8,10,10,9,10,5,9,22,3
1,6,7,7,8,7,5,6,22,3
1,7,8,8,8,8,7,7,22,3
1,7,7,7,7,7,7,7,22,3
1,9,9,9,10,9,10,10,21,2
1,9,9,9,9,9,9,10,21,2
1,5,7,7,7,5,6,6,21,2
1,6,9,8,8,9,8,7,21,2
1,2,7,6,8,6,4,8,21,2
1,7,10,9,10,8,9,10,21,2
1,8,8,8,7,5,8,4,21,2
1,4,8,8,5,7,6,7,21,2
1,7,6,6,5,6,5,6,21,2
1,10,7,7,6,6,8,5,21,2
1,8,10,8,9,8,8,8,21,2
1,3,10,10,10,10,6,7,21,2
1,9,9,10,10,7,6,8,21,2
1,6,7,8,7,8,6,6,21,2
1,8,9,9,10,9,9,8,21,2
1,7,7,7,7,7,6,7,21,2
1,5,5,5,5,8,8,5,24,2
1,9,7,7,9,6,5,8,24,2
1,7,4,7,2,2,2,5,24,2
1,6,6,6,6,6,6,7,24,2
1,8,8,8,8,8,8,8,24,2
1,7,7,7,8,7,7,8,24,2
1,7,10,10,10,8,10,8,24,2
1,5,7,9,6,7,5,5,24,2
1,4,0,8,7,7,6,7,24,2
1,6,6,6,4,6,1,5,24,2
1,10,8,6,7,10,5,9,24,2
1,7,9,7,6,7,5,5,24,2
1,8,10,10,5,10,8,7,24,2
1,9,9,8,10,8,7,8,24,2
1,7,7,6,6,4,5,7,24,2
1,9,7,8,7,6,7,3,24,2
1,8,9,10,9,8,9,8,24,2
1,7,7,7,7,7,6,7,24,2
1,6,7,7,6,7,7,7,25,4
1,7,10,10,6,10,6,9,25,4
1,5,5,5,5,5,5,5,25,4
1,8,8,8,8,8,8,8,25,4
1,6,9,8,8,8,7,7,25,4
1,6,10,10,8,8,8,9,25,4
1,4,8,8,9,6,8,6,25,4
1,5,5,9,6,5,5,6,25,4
1,6,8,7,5,6,2,6,25,4
1,6,7,7,7,5,7,7,25,4
1,2,4,7,8,8,4,4,25,4
1,5,10,10,10,10,10,9,25,4
1,8,10,10,8,8,6,8,25,4
1,6,7,7,5,6,7,7,25,4
1,7,9,9,7,9,7,7,25,4
1,7,7,7,6,7,6,7,25,4
1,8,9,8,9,9,8,8,28,2
1,4,4,4,4,4,4,4,28,2
1,6,6,7,6,7,6,6,28,2
1,7,8,8,9,8,6,8,28,2
1,4,7,8,4,8,6,4,28,2
1,4,4,5,4,9,4,1,28,2
1,5,5,5,7,5,3,5,28,2
1,8,7,7,7,7,8,8,28,2
1,4,3,6,7,5,2,5,28,2
1,4,10,10,10,10,8,7,28,2
1,7,10,10,10,7,6,8,28,2
1,6,6,6,7,8,7,5,28,2
1,6,9,9,8,8,5,7,28,2
1,7,7,7,6,6,6,7,28,2
1,4,6,7,4,5,2,3,27,4
1,6,6,6,6,6,6,7,27,4
1,7,9,8,8,9,8,8,27,4
1,4,9,9,6,7,5,6,27,4
1,6,10,9,8,8,7,8,27,4
1,4,8,6,8,7,8,4,27,4
1,3,5,5,4,5,4,4,27,4
1,6,4,6,2,6,1,3,27,4
1,2,4,7,7,7,3,2,27,4
1,2,10,10,10,10,7,9,27,4
1,7,10,10,9,9,6,8,27,4
1,6,9,7,6,6,8,5,27,4
1,6,7,8,7,8,5,6,27,4
1,7,7,7,7,7,7,7,27,4
0,9,9,9,9,9,9,9,20,6
0,9,7,7,6,4,5,8,20,6
0,6,7,7,4,4,5,6,20,6
0,9,8,9,9,8,7,8,20,6
0,7,8,7,6,6,6,6,20,6
0,10,7,9,10,8,10,10,20,6
0,10,9,8,9,9,7,9,20,6
0,9,8,9,10,8,8,8,20,6
0,5,5,5,2,1,2,5,20,6
0,5,5,5,5,5,5,5,20,6
0,10,10,10,10,10,10,10,21,2
0,6,5,5,4,4,5,4,21,2
