﻿Iid,Measure Names,Measure Values
272,Avg. Amb O,6.526315789
272,Avg. Shar O,5.588235294
294,Avg. Attr O,7.857142857
294,Avg. Sinc O,7.642857143
294,Avg. Intel O,8.285714286
294,Avg. Fun O,7.071428571
294,Avg. Amb O,6.928571429
294,Avg. Shar O,6.5
295,Avg. Attr O,5.571428571
295,Avg. Sinc O,6.928571429
295,Avg. Intel O,6.785714286
295,Avg. Fun O,5.857142857
295,Avg. Amb O,5.692307692
295,Avg. Shar O,5.166666667
296,Avg. Attr O,5.214285714
296,Avg. Sinc O,7.428571429
296,Avg. Intel O,7.785714286
296,Avg. Fun O,5.928571429
296,Avg. Amb O,7.071428571
296,Avg. Shar O,5.307692308
297,Avg. Attr O,7.214285714
297,Avg. Sinc O,7.357142857
297,Avg. Intel O,6.571428571
297,Avg. Fun O,6.571428571
297,Avg. Amb O,6
297,Avg. Shar O,5.692307692
298,Avg. Attr O,5.785714286
298,Avg. Sinc O,7.214285714
298,Avg. Intel O,7.071428571
298,Avg. Fun O,5.928571429
298,Avg. Amb O,5.571428571
298,Avg. Shar O,4.538461538
299,Avg. Attr O,5.785714286
299,Avg. Sinc O,7.714285714
299,Avg. Intel O,7.428571429
299,Avg. Fun O,6.785714286
299,Avg. Amb O,6.071428571
299,Avg. Shar O,5.083333333
300,Avg. Attr O,5.642857143
300,Avg. Sinc O,6.785714286
300,Avg. Intel O,7.142857143
300,Avg. Fun O,5.714285714
300,Avg. Amb O,5.769230769
300,Avg. Shar O,5.333333333
301,Avg. Attr O,6.142857143
301,Avg. Sinc O,7.5
301,Avg. Intel O,8.071428571
301,Avg. Fun O,6.5
301,Avg. Amb O,7
301,Avg. Shar O,5.615384615
302,Avg. Attr O,5.071428571
302,Avg. Sinc O,5.642857143
302,Avg. Intel O,5.714285714
302,Avg. Fun O,6.285714286
302,Avg. Amb O,5.857142857
302,Avg. Shar O,5.076923077
303,Avg. Attr O,7.214285714
303,Avg. Sinc O,7.142857143
303,Avg. Intel O,7.642857143
303,Avg. Fun O,6.857142857
303,Avg. Amb O,6.285714286
303,Avg. Shar O,6.333333333
304,Avg. Attr O,6.428571429
304,Avg. Sinc O,7.357142857
304,Avg. Intel O,6.571428571
304,Avg. Fun O,7.142857143
304,Avg. Amb O,6
304,Avg. Shar O,5.153846154
305,Avg. Attr O,6.571428571
305,Avg. Sinc O,7.214285714
305,Avg. Intel O,7.214285714
305,Avg. Fun O,5.928571429
305,Avg. Amb O,6.214285714
305,Avg. Shar O,5
306,Avg. Attr O,6.928571429
306,Avg. Sinc O,7.571428571
306,Avg. Intel O,6.642857143
306,Avg. Fun O,6.071428571
306,Avg. Amb O,5.384615385
306,Avg. Shar O,4.416666667
307,Avg. Attr O,7.214285714
307,Avg. Sinc O,7.928571429
307,Avg. Intel O,7.857142857
307,Avg. Fun O,7.142857143
307,Avg. Amb O,6.307692308
307,Avg. Shar O,5.916666667
322,Avg. Attr O,6.444444444
322,Avg. Sinc O,6.777777778
322,Avg. Intel O,6.888888889
322,Avg. Fun O,6.111111111
322,Avg. Amb O,6.222222222
322,Avg. Shar O,5.125
323,Avg. Attr O,7.777777778
323,Avg. Sinc O,7.888888889
323,Avg. Intel O,7.333333333
323,Avg. Fun O,5.777777778
323,Avg. Amb O,6.555555556
323,Avg. Shar O,5.666666667
324,Avg. Attr O,7.111111111
324,Avg. Sinc O,7.333333333
324,Avg. Intel O,7
324,Avg. Fun O,7.666666667
324,Avg. Amb O,6.75
324,Avg. Shar O,7
325,Avg. Attr O,6.222222222
325,Avg. Sinc O,7.777777778
325,Avg. Intel O,7.333333333
325,Avg. Fun O,8.111111111
325,Avg. Amb O,7
325,Avg. Shar O,6.75
326,Avg. Attr O,4.888888889
326,Avg. Sinc O,8.222222222
326,Avg. Intel O,7.111111111
326,Avg. Fun O,6.666666667
326,Avg. Amb O,6.555555556
326,Avg. Shar O,5.777777778
327,Avg. Attr O,8.333333333
327,Avg. Sinc O,7.555555556
327,Avg. Intel O,7.888888889
327,Avg. Fun O,8.111111111
327,Avg. Amb O,7.444444444
327,Avg. Shar O,7.111111111
328,Avg. Attr O,7.333333333
328,Avg. Sinc O,7.777777778
328,Avg. Intel O,7.555555556
328,Avg. Fun O,7
328,Avg. Amb O,6.888888889
328,Avg. Shar O,6.222222222
329,Avg. Attr O,5
329,Avg. Sinc O,6.888888889
329,Avg. Intel O,6.777777778
329,Avg. Fun O,4.777777778
329,Avg. Amb O,5.875
329,Avg. Shar O,4.888888889
330,Avg. Attr O,7.555555556
330,Avg. Sinc O,7.222222222
330,Avg. Intel O,7.888888889
330,Avg. Fun O,7.444444444
330,Avg. Amb O,7.333333333
330,Avg. Shar O,6.111111111
331,Avg. Attr O,4.444444444
331,Avg. Sinc O,6.777777778
331,Avg. Intel O,6
331,Avg. Fun O,4.666666667
331,Avg. Amb O,5.666666667
331,Avg. Shar O,4.875
341,Avg. Attr O,7.0625
341,Avg. Sinc O,7.625
341,Avg. Intel O,7.4375
341,Avg. Fun O,7.1875
341,Avg. Amb O,6.5625
341,Avg. Shar O,5.9375
342,Avg. Attr O,5.9375
342,Avg. Sinc O,6.75
342,Avg. Intel O,6.75
342,Avg. Fun O,6.1875
342,Avg. Amb O,6.4375
342,Avg. Shar O,5.333333333
343,Avg. Attr O,5.25
343,Avg. Sinc O,7.75
343,Avg. Intel O,7.8125
343,Avg. Fun O,5.8125
343,Avg. Amb O,7.25
343,Avg. Shar O,5.6
344,Avg. Attr O,6.888888889
344,Avg. Sinc O,7.277777778
344,Avg. Intel O,7.555555556
344,Avg. Fun O,7.166666667
344,Avg. Amb O,7.444444444
344,Avg. Shar O,6.722222222
345,Avg. Attr O,6
345,Avg. Sinc O,7.625
345,Avg. Intel O,7.5625
345,Avg. Fun O,7
345,Avg. Amb O,6.625
345,Avg. Shar O,5.6875
346,Avg. Attr O,8.277777778
346,Avg. Sinc O,7.888888889
346,Avg. Intel O,7.888888889
346,Avg. Fun O,7.444444444
346,Avg. Amb O,7.555555556
346,Avg. Shar O,7.555555556
347,Avg. Attr O,3.2
347,Avg. Sinc O,6.466666667
347,Avg. Intel O,5.866666667
347,Avg. Fun O,4.2
347,Avg. Amb O,4.6
347,Avg. Shar O,2.666666667
348,Avg. Attr O,4.705882353
348,Avg. Sinc O,7.470588235
348,Avg. Intel O,7.176470588
348,Avg. Fun O,6.588235294
348,Avg. Amb O,6.294117647
348,Avg. Shar O,5.117647059
349,Avg. Attr O,8.176470588
349,Avg. Sinc O,8.117647059
349,Avg. Intel O,7.529411765
349,Avg. Fun O,7.705882353
349,Avg. Amb O,7.352941176
349,Avg. Shar O,6.4375
350,Avg. Attr O,7.666666667
350,Avg. Sinc O,7.777777778
350,Avg. Intel O,7.611111111
350,Avg. Fun O,7.277777778
350,Avg. Amb O,7.111111111
350,Avg. Shar O,6.388888889
351,Avg. Attr O,6.882352941
351,Avg. Sinc O,7.411764706
351,Avg. Intel O,7.058823529
351,Avg. Fun O,5.529411765
351,Avg. Amb O,6.117647059
351,Avg. Shar O,4.941176471
352,Avg. Attr O,5.888888889
352,Avg. Sinc O,7.944444444
352,Avg. Intel O,7
352,Avg. Fun O,5.277777778
352,Avg. Amb O,5.5
352,Avg. Shar O,4.611111111
353,Avg. Attr O,4.9375
353,Avg. Sinc O,7.8125
353,Avg. Intel O,6.75
353,Avg. Fun O,4.8125
353,Avg. Amb O,5.3125
353,Avg. Shar O,3.5625
354,Avg. Attr O,6.833333333
354,Avg. Sinc O,7.166666667
354,Avg. Intel O,7
354,Avg. Fun O,7.833333333
354,Avg. Amb O,7.166666667
354,Avg. Shar O,7.333333333
355,Avg. Attr O,7.235294118
355,Avg. Sinc O,7.411764706
355,Avg. Intel O,6.764705882
355,Avg. Fun O,7.058823529
355,Avg. Amb O,6.705882353
355,Avg. Shar O,6
356,Avg. Attr O,7.988888889
356,Avg. Sinc O,7.666666667
356,Avg. Intel O,7.888888889
356,Avg. Fun O,5.555555556
356,Avg. Amb O,6.888888889
356,Avg. Shar O,6
357,Avg. Attr O,7.588235294
357,Avg. Sinc O,7.941176471
357,Avg. Intel O,7.941176471
357,Avg. Fun O,6.941176471
357,Avg. Amb O,6.882352941
357,Avg. Shar O,6.0625
358,Avg. Attr O,7.411764706
358,Avg. Sinc O,7.588235294
358,Avg. Intel O,8.411764706
358,Avg. Fun O,6.588235294
358,Avg. Amb O,8.529411765
358,Avg. Shar O,6.294117647
359,Avg. Attr O,6.21875
359,Avg. Sinc O,6.8125
359,Avg. Intel O,7.46875
359,Avg. Fun O,5.3125
359,Avg. Amb O,6.625
359,Avg. Shar O,4.625
360,Avg. Attr O,6.0625
360,Avg. Sinc O,7.875
360,Avg. Intel O,7.6
360,Avg. Fun O,5.933333333
360,Avg. Amb O,6.533333333
360,Avg. Shar O,5.6
379,Avg. Attr O,6.294117647
379,Avg. Sinc O,7.058823529
379,Avg. Intel O,7.705882353
379,Avg. Fun O,6.5625
379,Avg. Amb O,7.705882353
379,Avg. Shar O,6.5
380,Avg. Attr O,5.944444444
380,Avg. Sinc O,7.444444444
380,Avg. Intel O,7.833333333
380,Avg. Fun O,6.555555556
380,Avg. Amb O,7.0625
380,Avg. Shar O,6.055555556
381,Avg. Attr O,6.388888889
381,Avg. Sinc O,6.833333333
381,Avg. Intel O,6.833333333
381,Avg. Fun O,6.470588235
381,Avg. Amb O,6.875
381,Avg. Shar O,6.461538462
382,Avg. Attr O,6.222222222
382,Avg. Sinc O,6.882352941
382,Avg. Intel O,6.888888889
382,Avg. Fun O,5.555555556
382,Avg. Amb O,6.647058824
382,Avg. Shar O,5.6875
383,Avg. Attr O,6.333333333
383,Avg. Sinc O,7.777777778
383,Avg. Intel O,6.666666667
383,Avg. Fun O,6.666666667
383,Avg. Amb O,6.4
383,Avg. Shar O,5.461538462
384,Avg. Attr O,7
384,Avg. Sinc O,7.526315789
384,Avg. Intel O,7.315789474
384,Avg. Fun O,8.105263158
384,Avg. Amb O,6.722222222
384,Avg. Shar O,7.15625
385,Avg. Attr O,7.052631579
385,Avg. Sinc O,7.842105263
385,Avg. Intel O,6.842105263
385,Avg. Fun O,7.210526316
385,Avg. Amb O,6.5
385,Avg. Shar O,6.285714286
386,Avg. Attr O,5.631578947
386,Avg. Sinc O,8.052631579
386,Avg. Intel O,7.684210526
386,Avg. Fun O,6.789473684
386,Avg. Amb O,6.625
386,Avg. Shar O,5.8125
387,Avg. Attr O,8.184210526
387,Avg. Sinc O,7.666666667
387,Avg. Intel O,7.526315789
387,Avg. Fun O,7.75
387,Avg. Amb O,7.058823529
387,Avg. Shar O,6
388,Avg. Attr O,6.973684211
388,Avg. Sinc O,6.555555556
388,Avg. Intel O,6.552631579
388,Avg. Fun O,6.941176471
388,Avg. Amb O,6.588235294
388,Avg. Shar O,5.538461538
389,Avg. Attr O,7.611111111
389,Avg. Sinc O,7.277777778
389,Avg. Intel O,7.777777778
389,Avg. Fun O,7.861111111
389,Avg. Amb O,7.323529412
389,Avg. Shar O,5.294117647
390,Avg. Attr O,3.611111111
390,Avg. Sinc O,5.944444444
390,Avg. Intel O,6.305555556
390,Avg. Fun O,4.277777778
390,Avg. Amb O,6.235294118
390,Avg. Shar O,2.625
391,Avg. Attr O,6.526315789
391,Avg. Sinc O,6.842105263
391,Avg. Intel O,7.388888889
391,Avg. Fun O,6.647058824
391,Avg. Amb O,6.533333333
391,Avg. Shar O,6.785714286
392,Avg. Attr O,6
392,Avg. Sinc O,7.631578947
392,Avg. Intel O,7.222222222
392,Avg. Fun O,7.105263158
392,Avg. Amb O,7
392,Avg. Shar O,6.466666667
393,Avg. Attr O,5.111111111
393,Avg. Sinc O,7.833333333
393,Avg. Intel O,7.611111111
393,Avg. Fun O,6.444444444
393,Avg. Amb O,6.470588235
393,Avg. Shar O,6.142857143
394,Avg. Attr O,5.444444444
394,Avg. Sinc O,7.111111111
394,Avg. Intel O,6.833333333
394,Avg. Fun O,5.888888889
394,Avg. Amb O,5.705882353
394,Avg. Shar O,5.466666667
395,Avg. Attr O,5.684210526
395,Avg. Sinc O,6.894736842
395,Avg. Intel O,7.052631579
395,Avg. Fun O,6.277777778
395,Avg. Amb O,6.555555556
395,Avg. Shar O,5.533333333
396,Avg. Attr O,5.294117647
396,Avg. Sinc O,7
396,Avg. Intel O,6.764705882
396,Avg. Fun O,5.823529412
396,Avg. Amb O,6.1875
396,Avg. Shar O,5.357142857
416,Avg. Attr O,7.25
416,Avg. Sinc O,7.625
416,Avg. Intel O,7.625
416,Avg. Fun O,7.625
416,Avg. Amb O,7.5
416,Avg. Shar O,6.857142857
417,Avg. Attr O,5.25
417,Avg. Sinc O,8
417,Avg. Intel O,7.375
417,Avg. Fun O,6
417,Avg. Amb O,6.375
417,Avg. Shar O,5.857142857
418,Avg. Attr O,6.75
418,Avg. Sinc O,7.875
418,Avg. Intel O,8.125
418,Avg. Fun O,7.25
418,Avg. Amb O,7.285714286
418,Avg. Shar O,6.142857143
419,Avg. Attr O,6.285714286
419,Avg. Sinc O,8.285714286
419,Avg. Intel O,8.142857143
419,Avg. Fun O,6.285714286
419,Avg. Amb O,7.428571429
419,Avg. Shar O,6.714285714
420,Avg. Attr O,7.5
420,Avg. Sinc O,7.625
420,Avg. Intel O,7.875
420,Avg. Fun O,7.75
420,Avg. Amb O,7.125
420,Avg. Shar O,6.625
421,Avg. Attr O,6.875
421,Avg. Sinc O,6.875
421,Avg. Intel O,7
421,Avg. Fun O,6.125
421,Avg. Amb O,6.142857143
421,Avg. Shar O,5.375
430,Avg. Attr O,6.142857143
430,Avg. Sinc O,7.071428571
430,Avg. Intel O,6.5
430,Avg. Fun O,5.928571429
430,Avg. Amb O,5.642857143
430,Avg. Shar O,4.923076923
431,Avg. Attr O,5.785714286
431,Avg. Sinc O,5.785714286
431,Avg. Intel O,6.428571429
431,Avg. Fun O,4.5
431,Avg. Amb O,7.142857143
431,Avg. Shar O,4.214285714
432,Avg. Attr O,6.571428571
432,Avg. Sinc O,7.785714286
432,Avg. Intel O,7.5
432,Avg. Fun O,6.5
432,Avg. Amb O,5.785714286
432,Avg. Shar O,5.538461538
433,Avg. Attr O,5.142857143
433,Avg. Sinc O,6.928571429
433,Avg. Intel O,6.785714286
433,Avg. Fun O,6.714285714
433,Avg. Amb O,5.928571429
433,Avg. Shar O,5.071428571
434,Avg. Attr O,7.142857143
434,Avg. Sinc O,7.428571429
434,Avg. Intel O,7.071428571
434,Avg. Fun O,6.357142857
434,Avg. Amb O,5.642857143
434,Avg. Shar O,5.230769231
435,Avg. Attr O,5.642857143
435,Avg. Sinc O,5.928571429
435,Avg. Intel O,6.214285714
435,Avg. Fun O,6.571428571
435,Avg. Amb O,6.642857143
435,Avg. Shar O,4.538461538
436,Avg. Attr O,7.285714286
436,Avg. Sinc O,6.285714286
436,Avg. Intel O,7
436,Avg. Fun O,7.5
436,Avg. Amb O,7.357142857
436,Avg. Shar O,5.384615385
437,Avg. Attr O,5.928571429
437,Avg. Sinc O,6.928571429
437,Avg. Intel O,6.357142857
437,Avg. Fun O,6
437,Avg. Amb O,5.071428571
437,Avg. Shar O,5.076923077
438,Avg. Attr O,6.5
438,Avg. Sinc O,7
438,Avg. Intel O,6.923076923
438,Avg. Fun O,6.642857143
438,Avg. Amb O,6
438,Avg. Shar O,5.25
439,Avg. Attr O,7.428571429
439,Avg. Sinc O,5.928571429
439,Avg. Intel O,6.928571429
439,Avg. Fun O,6
439,Avg. Amb O,5.5
439,Avg. Shar O,4.5
454,Avg. Attr O,5.833333333
454,Avg. Sinc O,7.4
454,Avg. Intel O,6.6
454,Avg. Fun O,6.6
454,Avg. Amb O,6.2
454,Avg. Shar O,5.166666667
455,Avg. Attr O,5.5
455,Avg. Sinc O,7.833333333
455,Avg. Intel O,7.6
455,Avg. Fun O,6.6
455,Avg. Amb O,6.6
455,Avg. Shar O,6.666666667
456,Avg. Attr O,7.5
456,Avg. Sinc O,6.2
456,Avg. Intel O,6.8
456,Avg. Fun O,7
456,Avg. Amb O,7.5
456,Avg. Shar O,6.4
457,Avg. Attr O,5.666666667
457,Avg. Sinc O,7.666666667
457,Avg. Intel O,6.8
457,Avg. Fun O,7.2
457,Avg. Amb O,5
457,Avg. Shar O,5.6
458,Avg. Attr O,6.166666667
458,Avg. Sinc O,6.4
458,Avg. Intel O,7.2
458,Avg. Fun O,6.6
458,Avg. Amb O,8
458,Avg. Shar O,5.833333333
459,Avg. Attr O,7.166666667
459,Avg. Sinc O,6.8
459,Avg. Intel O,7
459,Avg. Fun O,6.6
459,Avg. Amb O,7.5
459,Avg. Shar O,5.5
466,Avg. Attr O,7.733333333
466,Avg. Sinc O,7.6
466,Avg. Intel O,8.066666667
466,Avg. Fun O,7.733333333
466,Avg. Amb O,7.285714286
466,Avg. Shar O,6
467,Avg. Attr O,8.333333333
467,Avg. Sinc O,7.4
467,Avg. Intel O,7.8
467,Avg. Fun O,7.2
467,Avg. Amb O,7.923076923
467,Avg. Shar O,6.214285714
468,Avg. Attr O,8.333333333
468,Avg. Sinc O,7.933333333
468,Avg. Intel O,8.466666667
468,Avg. Fun O,7.8
468,Avg. Amb O,8
468,Avg. Shar O,6.5
469,Avg. Attr O,8
469,Avg. Sinc O,7.666666667
469,Avg. Intel O,7.866666667
469,Avg. Fun O,7.266666667
469,Avg. Amb O,6.928571429
469,Avg. Shar O,6.428571429
470,Avg. Attr O,8.066666667
470,Avg. Sinc O,7.4
470,Avg. Intel O,8.533333333
470,Avg. Fun O,7.533333333
470,Avg. Amb O,8.2
470,Avg. Shar O,6.333333333
471,Avg. Attr O,6.266666667
471,Avg. Sinc O,7.466666667
471,Avg. Intel O,7.933333333
471,Avg. Fun O,6.866666667
471,Avg. Amb O,7.642857143
471,Avg. Shar O,5.785714286
472,Avg. Attr O,7.2
472,Avg. Sinc O,7.666666667
472,Avg. Intel O,7.933333333
472,Avg. Fun O,6.666666667
472,Avg. Amb O,7
472,Avg. Shar O,5.571428571
473,Avg. Attr O,5.933333333
473,Avg. Sinc O,7.266666667
473,Avg. Intel O,7.6
473,Avg. Fun O,5.133333333
473,Avg. Amb O,6.666666667
473,Avg. Shar O,5.6
474,Avg. Attr O,7.933333333
474,Avg. Sinc O,7.933333333
474,Avg. Intel O,8.2
474,Avg. Fun O,8.133333333
474,Avg. Amb O,7.785714286
474,Avg. Shar O,7
475,Avg. Attr O,7.066666667
475,Avg. Sinc O,7.666666667
475,Avg. Intel O,7.733333333
475,Avg. Fun O,7.6
475,Avg. Amb O,6.928571429
475,Avg. Shar O,6
476,Avg. Attr O,7.142857143
476,Avg. Sinc O,8.214285714
476,Avg. Intel O,7.285714286
476,Avg. Fun O,7.142857143
476,Avg. Amb O,6.846153846
476,Avg. Shar O,5.083333333
477,Avg. Attr O,6.333333333
477,Avg. Sinc O,7.866666667
477,Avg. Intel O,8.2
477,Avg. Fun O,6.466666667
477,Avg. Amb O,6.538461538
477,Avg. Shar O,5.785714286
478,Avg. Attr O,8
478,Avg. Sinc O,7.8
478,Avg. Intel O,8.266666667
478,Avg. Fun O,7.733333333
478,Avg. Amb O,8.4
478,Avg. Shar O,7.357142857
479,Avg. Attr O,7.666666667
479,Avg. Sinc O,7.466666667
479,Avg. Intel O,8.133333333
479,Avg. Fun O,6.733333333
479,Avg. Amb O,7.571428571
479,Avg. Shar O,5.933333333
480,Avg. Attr O,7.857142857
480,Avg. Sinc O,8.142857143
480,Avg. Intel O,8.285714286
480,Avg. Fun O,7.857142857
480,Avg. Amb O,7.428571429
480,Avg. Shar O,7
496,Avg. Attr O,7
496,Avg. Sinc O,8.285714286
496,Avg. Intel O,8.285714286
496,Avg. Fun O,6.5
496,Avg. Amb O,6.6
496,Avg. Shar O,6.285714286
497,Avg. Attr O,6.428571429
497,Avg. Sinc O,7.142857143
497,Avg. Intel O,7.285714286
497,Avg. Fun O,6.857142857
497,Avg. Amb O,7
497,Avg. Shar O,5.857142857
498,Avg. Attr O,6.857142857
498,Avg. Sinc O,7.428571429
498,Avg. Intel O,7.857142857
498,Avg. Fun O,6.571428571
498,Avg. Amb O,6.833333333
498,Avg. Shar O,6.142857143
499,Avg. Attr O,5.714285714
499,Avg. Sinc O,7.714285714
499,Avg. Intel O,8
499,Avg. Fun O,6.428571429
499,Avg. Amb O,6.857142857
499,Avg. Shar O,4.714285714
500,Avg. Attr O,5.857142857
500,Avg. Sinc O,8.142857143
500,Avg. Intel O,7.714285714
500,Avg. Fun O,6.666666667
500,Avg. Amb O,7.5
500,Avg. Shar O,5.857142857
501,Avg. Attr O,6.714285714
501,Avg. Sinc O,7.571428571
501,Avg. Intel O,7.142857143
501,Avg. Fun O,7.285714286
501,Avg. Amb O,6.833333333
501,Avg. Shar O,6.285714286
509,Avg. Attr O,5.3
509,Avg. Sinc O,6.736842105
509,Avg. Intel O,7.1
509,Avg. Fun O,6
509,Avg. Amb O,7
509,Avg. Shar O,5.65
510,Avg. Attr O,7.65
510,Avg. Sinc O,7.45
510,Avg. Intel O,7.7
510,Avg. Fun O,7.2
510,Avg. Amb O,6.368421053
510,Avg. Shar O,6.25
511,Avg. Attr O,6.095238095
511,Avg. Sinc O,7.238095238
511,Avg. Intel O,7.571428571
511,Avg. Fun O,5.523809524
511,Avg. Amb O,6.9
511,Avg. Shar O,4.761904762
512,Avg. Attr O,7.941176471
512,Avg. Sinc O,6.882352941
512,Avg. Intel O,6.411764706
512,Avg. Fun O,6.529411765
512,Avg. Amb O,6.5625
512,Avg. Shar O,4.375
513,Avg. Attr O,7.85
513,Avg. Sinc O,6.5
513,Avg. Intel O,6.75
513,Avg. Fun O,7.75
513,Avg. Amb O,6.65
513,Avg. Shar O,4.65
514,Avg. Attr O,4.666666667
514,Avg. Sinc O,6.857142857
514,Avg. Intel O,6.761904762
514,Avg. Fun O,6.523809524
514,Avg. Amb O,6.571428571
514,Avg. Shar O,5
515,Avg. Attr O,7
515,Avg. Sinc O,6.55
515,Avg. Intel O,6.80952381
515,Avg. Fun O,6.238095238
515,Avg. Amb O,5.842105263
515,Avg. Shar O,4.238095238
516,Avg. Attr O,7.238095238
516,Avg. Sinc O,5.952380952
516,Avg. Intel O,6.80952381
516,Avg. Fun O,6.666666667
516,Avg. Amb O,6.7
516,Avg. Shar O,5.1
517,Avg. Attr O,5.882352941
517,Avg. Sinc O,6.588235294
517,Avg. Intel O,6.294117647
517,Avg. Fun O,6
517,Avg. Amb O,5.647058824
517,Avg. Shar O,4.176470588
518,Avg. Attr O,7.045454545
518,Avg. Sinc O,7.363636364
518,Avg. Intel O,6.818181818
518,Avg. Fun O,7.363636364
518,Avg. Amb O,6.571428571
518,Avg. Shar O,4.909090909
519,Avg. Attr O,5.95
519,Avg. Sinc O,7.1
519,Avg. Intel O,7.05
519,Avg. Fun O,5.9
519,Avg. Amb O,6.052631579
519,Avg. Shar O,4.722222222
520,Avg. Attr O,4.952380952
520,Avg. Sinc O,7.428571429
520,Avg. Intel O,7.428571429
520,Avg. Fun O,6.55
520,Avg. Amb O,6.4
520,Avg. Shar O,5
521,Avg. Attr O,6.136363636
521,Avg. Sinc O,7.409090909
521,Avg. Intel O,7.363636364
521,Avg. Fun O,6.363636364
521,Avg. Amb O,6.047619048
521,Avg. Shar O,4.952380952
522,Avg. Attr O,6.409090909
522,Avg. Sinc O,6.863636364
522,Avg. Intel O,7.545454545
522,Avg. Fun O,6.454545455
522,Avg. Amb O,7.318181818
522,Avg. Shar O,5.181818182
523,Avg. Attr O,4.090909091
523,Avg. Sinc O,6.954545455
523,Avg. Intel O,6.636363636
523,Avg. Fun O,5.772727273
523,Avg. Amb O,5.857142857
523,Avg. Shar O,5
524,Avg. Attr O,7
524,Avg. Sinc O,7.75
524,Avg. Intel O,7.857142857
524,Avg. Fun O,7.714285714
524,Avg. Amb O,7
524,Avg. Shar O,6.05
525,Avg. Attr O,4.523809524
525,Avg. Sinc O,6.65
525,Avg. Intel O,6.380952381
525,Avg. Fun O,5.714285714
525,Avg. Amb O,5.421052632
525,Avg. Shar O,4.1
526,Avg. Attr O,4.55
526,Avg. Sinc O,6.904761905
526,Avg. Intel O,6.428571429
526,Avg. Fun O,6.476190476
526,Avg. Amb O,5.55
526,Avg. Shar O,4.3
527,Avg. Attr O,4.904761905
527,Avg. Sinc O,6.285714286
527,Avg. Intel O,6.476190476
527,Avg. Fun O,5.476190476
527,Avg. Amb O,5.380952381
527,Avg. Shar O,4
528,Avg. Attr O,5.45
528,Avg. Sinc O,7.05
528,Avg. Intel O,6.95
528,Avg. Fun O,7.1
528,Avg. Amb O,6.578947368
528,Avg. Shar O,5.166666667
529,Avg. Attr O,4.095238095
529,Avg. Sinc O,7.714285714
529,Avg. Intel O,7.380952381
529,Avg. Fun O,5.19047619
529,Avg. Amb O,6.4
529,Avg. Shar O,4.380952381
530,Avg. Attr O,4.142857143
530,Avg. Sinc O,7.857142857
530,Avg. Intel O,7.523809524
530,Avg. Fun O,5.142857143
530,Avg. Amb O,6.45
530,Avg. Shar O,3.761904762
